NAME,LONGITUDE,LATITUDE,NEIGHBORHOOD_NAME,COUNTY_NAME
Şehit Murat Kalıntaş Parkı,29.2328367443919,40.9836631127925,OSMANGAZİ,SANCAKTEPE
Dursunköy Parkı,28.63635014701,41.2044762889783,DURSUNKÖY,ARNAVUTKÖY
Tatar Milli Şairi Gabdulla Tukay Parkı,28.9430697662896,41.0639882787746,SİLAHTARAĞA,EYÜPSULTAN
Rıza Özden Sok. Parkı,28.4657845982956,41.1429451179571,FERHATPAŞA,ÇATALCA
Şeyh Raşit Parkı,28.9244722528761,41.0428561822303,TOPÇULAR,EYÜPSULTAN
Uludağ Parkı,28.9434330888769,41.0794193576817,ÇIRÇIR,EYÜPSULTAN
Ertuğrul Gazi Parkı,28.9408253281874,41.0830999187485,ÇIRÇIR,EYÜPSULTAN
Dadaloğlu Parkı,29.109046723767,41.0226908853219,ATAKENT,ÜMRANİYE
Yunus Emre - 2.Parkı,29.2186390590247,40.9299848087136,UĞUR MUMCU,KARTAL
Park,29.1613484764485,41.0634217459086,BAKLACI,BEYKOZ
Dere Parkı,29.0207983652475,41.0772137612062,LEVENT,BEŞİKTAŞ
Balkan Türkleri Parkı,28.7367443325711,41.1823896746583,ARNAVUTKÖY MERKEZ,ARNAVUTKÖY
Çocuk Parkı,28.9191174799219,41.0624845615218,SARIGÖL,GAZİOSMANPAŞA
Şehit Hasan Çelik Parkı,29.2297909870143,40.9827735574155,EYÜP SULTAN,SANCAKTEPE
K. Dursun Ali Şahin Parkı,29.2437797773127,40.9870667490346,OSMANGAZİ,SANCAKTEPE
Karanfil Parkı,29.2354418746476,40.9735957081383,AKPINAR,SANCAKTEPE
Şehit Polis Ersoy Karacaoğlan Parkı,29.2339747319193,40.9681156735358,AKPINAR,SANCAKTEPE
Akçay Parkı (Yavuz Selim Parkı),29.2777226210796,40.945093234563,YAVUZ SELİM,SULTANBEYLİ
Şehit Atilla Tapan Parkı,29.0926380316212,41.1311085122871,MERKEZ,BEYKOZ
Ayazma Parkı,29.0792695364092,41.0788483930083,GÖZTEPE,BEYKOZ
Kemal Kalkuz Parkı,29.2431219295127,40.8886448046483,ORTA,PENDİK
Park,28.0126514730642,41.0998002810519,İSMETPAŞA,SİLİVRİ
Park,28.093955872498,41.0596442769651,BALABAN,SİLİVRİ
Hazal Esen Bahçe Cumhuriyet Parkı,28.6439699102458,41.0168227672132,BARBAROS HAYRETTİN PAŞA,ESENYURT
Menekşe Parkı,28.6614017494586,41.0232936688062,YEŞİLKENT,ESENYURT
Koru Parkı,28.667970270704,41.0393971173762,ÇINAR,ESENYURT
Argaç Sok. Parkı,28.9265687041498,41.0525098686711,İSLAMBEY,EYÜPSULTAN
Şehit Selami Yurdan Parkı,29.2281402725763,40.8828910389735,YENİ,PENDİK
Girne Parkı,28.9193714335704,41.0799535098816,YEŞİLPINAR,EYÜPSULTAN
Barbaros Hayrettin Paşa Parkı,29.2675659930224,40.8681604715896,KAYNARCA,PENDİK
Nasrettin Hoca Parkı,29.2950709098678,40.9132912528361,KURTKÖY,PENDİK
Kazım Karabekir Parkı,29.0994616721852,41.0512190602544,TOPAĞACI,ÜMRANİYE
Lale Parkı,29.1462920768654,41.0125740549134,ALTINŞEHİR,ÜMRANİYE
Şenel Parkı,29.1446696321932,41.0095303440452,ALTINŞEHİR,ÜMRANİYE
Genç Osman Parkı,29.0932187340973,41.0319523680643,ELMALIKENT,ÜMRANİYE
Ata Parkı,29.1673514758806,41.0165817743714,NECİP FAZIL,ÜMRANİYE
Yıldırım Beyazıt Parkı,29.0887494549356,41.0323356036971,TANTAVİ,ÜMRANİYE
Doğa Parkı,29.1536605385127,41.0164738652173,ADEM YAVUZ,ÜMRANİYE
Hüseyin Kaplan Parkı,29.1102380591201,41.0339269520996,İNKILAP,ÜMRANİYE
Tahir Öztırak Parkı,29.1885544625889,40.8988654456889,KARLIKTEPE,KARTAL
Şair Cahit Zarifoğlu Parkı,28.8986081491005,41.0999459360743,YUNUS EMRE,SULTANGAZİ
Turgut Reis Mahallesi Barbaros Çocuk Parkı,28.8583065077549,41.0654053379645,ORUÇREİS,ESENLER
Yunus Emre Parkı,28.8762763112982,41.0307519949921,GENÇOSMAN,GÜNGÖREN
Kemal Angın Parkı,28.6164151285729,41.1547844174448,HASTANE,ARNAVUTKÖY
Mevlana Parkı,28.7392721237277,41.18308144502,ARNAVUTKÖY MERKEZ,ARNAVUTKÖY
Fulya Azerbaycan Dostluk Parkı,29.0022029236474,41.0520308996369,DİKİLİTAŞ,BEŞİKTAŞ
PTT Parkı,29.0312041835809,41.0794679545885,ETİLER,BEŞİKTAŞ
Öğretmenler Parkı,28.8386032649735,41.0025540993733,ZAFER,BAHÇELİEVLER
Karacaköy Mah. Park-2,28.3857767712561,41.4049418860547,KARACAKÖY MERKEZ,ÇATALCA
İhsaniye Köyü Parkı,28.3551962937563,41.2559186412487,İHSANİYE,ÇATALCA
SahilKöy Parkı,29.4142802546033,41.2014139675695,SAHİLKÖY,ŞİLE
Akşemsettin Parkı,28.9659070085113,41.0657029455717,TALATPAŞA,KAĞITHANE
İnce Bayır Parkı,28.9605686887087,41.0622443994615,TALATPAŞA,KAĞITHANE
Hacı Muhittin Parkı,29.0696812564254,41.1016613219386,KANLICA,BEYKOZ
Boğazköy Parkı (Dolapdere Parkı),28.66585534023,41.0768020373051,BAHÇEŞEHİR 2. KISIM,BAŞAKŞEHİR
Funda-2 Parkı,28.6765590065764,41.065312108486,BAHÇEŞEHİR 2. KISIM,BAŞAKŞEHİR
Defne Parkı,28.6896983290086,41.0631708773376,BAHÇEŞEHİR 1. KISIM,BAŞAKŞEHİR
Hasbahçe Parkı,28.677006785918,41.0601862712229,ESENKENT,ESENYURT
Onurkent Parkı,28.7811375686573,41.1093500326458,BAŞAKŞEHİR,BAŞAKŞEHİR
Şehit Satılmış Yıldırım Parkı,29.2213418898521,41.0127895437321,ATATÜRK,SANCAKTEPE
Çamlık Parkı,29.1866092031736,40.9033705610652,ESENTEPE,KARTAL
Burak Bora Parkı,29.164387783288,40.9133051241186,CEVİZLİ,KARTAL
Ethem Sıra Kaptan Parkı,29.2379231318172,40.9015432085309,HÜRRİYET,KARTAL
Kasımpatı Sok. Parkı,29.2099075608287,40.8955759449507,YUNUS,KARTAL
Öğretmenler Parkı,28.9073573574791,41.0036040788231,BEŞTELSİZ,ZEYTİNBURNU
Karanfilköy Parkı,29.0265449448509,41.0905372754472,AKAT,BEŞİKTAŞ
Murat Parkı,29.0261217320177,41.0829152292879,AKAT,BEŞİKTAŞ
Spor Yazarları Parkı,29.026278642031,41.0860802254046,AKAT,BEŞİKTAŞ
Mimar Sinan Parkı,29.1011765256404,41.0102285697716,ATAKENT,ÜMRANİYE
Kent Parkı,29.1122606044333,41.0219316271604,ATAKENT,ÜMRANİYE
Sedir Parkı,29.1020009198456,41.0112183235307,ATAKENT,ÜMRANİYE
Paşa Çocuk Parkı,29.145956497634,41.0071153729878,ALTINŞEHİR,ÜMRANİYE
Fatih Sultan Mehmet Parkı,29.2140191585439,40.9544632965118,FATİH,SANCAKTEPE
Özlem Parkı,29.2347523340657,40.9830711085686,OSMANGAZİ,SANCAKTEPE
İstiklal Parkı,29.2204064864433,40.9847497476999,EYÜP SULTAN,SANCAKTEPE
Muammer Aksoy Parkı,28.9654123390894,41.0852407001442,MERKEZ,KAĞITHANE
Ayışığı Parkı,28.9701070967596,41.0872433646242,MERKEZ,KAĞITHANE
Mimar Sinan Parkı,28.9680678177567,41.0898949254558,MERKEZ,KAĞITHANE
Çocuk Parkı,28.9944388180784,41.0846536173347,HARMANTEPE,KAĞITHANE
Park,28.809559435881,41.2793525451275,AKPINAR,EYÜPSULTAN
Necip Fazıl Parkı,28.7744481340837,41.1807972361648,BOĞAZKÖY İSTİKLAL,ARNAVUTKÖY
Şehit İbrahim Ceylan Parkı,28.8434126086505,41.0135020257911,KOCASİNAN MERKEZ,BAHÇELİEVLER
Pazarbaşı Parkı,29.0291837210783,41.0181734488108,VALİDE-İ ATİK,ÜSKÜDAR
Çocuk Parkı,28.5318198593816,40.9989314006005,SİNANOBA,BÜYÜKÇEKMECE
Çocuk Parkı,28.5309608732016,41.0131242902236,MURAT ÇESME,BÜYÜKÇEKMECE
Çernobil Parkı,29.0725319280062,41.057786652561,KÜÇÜKSU,ÜSKÜDAR
Çocuk Parkı,29.0672406014165,41.0561263828739,ÇENGELKÖY,ÜSKÜDAR
Baruthane Parkı,29.075661201631,41.077405687128,GÖKSU,BEYKOZ
Park,29.2597258434636,41.1293168365089,CUMHURİYET,BEYKOZ
Park,29.1367636353339,41.2062115965749,POYRAZKÖY,BEYKOZ
Şehit Piyade Er Murat Erdem Parkı ve Çeşmesi,29.3014238474852,40.9136840811367,KURTKÖY,PENDİK
Park,28.0814969365967,41.0836088999867,SANCAKTEPE,SİLİVRİ
Park,28.0959886978557,41.0605442887591,BALABAN,SİLİVRİ
Park,28.3325560736372,41.0588829377369,SELİMPAŞA,SİLİVRİ
E - 5 Kenarı Parkı,28.6513851789332,41.0121851788616,MEVLANA,ESENYURT
Hz. Halit Parkı,28.929080676979,41.0490262329293,İSLAMBEY,EYÜPSULTAN
Çamlıbelde Parkı,29.2645532226638,40.9008525174271,YAYALAR,PENDİK
75. Yıl Parkı,28.8966163199436,41.0164260066265,TOZKOPARAN,GÜNGÖREN
Şehit Ast. Ahmet Çatalbaş Parkı,28.6212888040015,41.1530036486131,HASTANE,ARNAVUTKÖY
Şehit Er İlyas Bozkır Parkı,28.7271570729446,41.2063313395558,YAVUZ SELİM,ARNAVUTKÖY
Aydın Parkı,29.074938158047,41.0449533264951,MEHMET AKİF ERSOY,ÜSKÜDAR
Çocuk Parkı,28.5506320243931,41.0252714665,ULUS,BÜYÜKÇEKMECE
Çocuk Parkı,28.6132506184841,40.9956620843366,PINARTEPE,BÜYÜKÇEKMECE
Sahil Parkı,29.0939770303309,41.0073408525657,AŞIKVEYSEL,ATAŞEHİR
Sahil Parkı,29.0939770303309,41.0073408525657,AŞIKVEYSEL,ATAŞEHİR
Çocuk Parkı,29.0942839804675,41.000938912727,MUSTAFA KEMAL,ATAŞEHİR
Sevgi Çiçeği Parkı,29.0900378326384,41.0030001206069,AŞIKVEYSEL,ATAŞEHİR
Sarı Kanarya Parkı,29.0969448127258,40.9760729505051,KOZYATAĞI,KADIKÖY
Kızılay Meydanı Parkı,28.967098295595,41.0342792486045,KÜÇÜK PİYALE,BEYOĞLU
Enver Adakan Parkı,28.654573488028,40.9993626542213,BARIŞ,BEYLİKDÜZÜ
Park,29.3417443283198,40.8611937181669,AYDINLI,TUZLA
Park,29.2987324653027,40.9487897902594,AKŞEMSETTİN,SULTANBEYLİ
Park,28.2378428721244,41.0824155280676,MİMAR SİNAN,SİLİVRİ
Çocuk Parkı,28.250953027065,41.0937079786545,MİMAR SİNAN,SİLİVRİ
Park,28.0837367821369,41.0798722061694,SANCAKTEPE,SİLİVRİ
Çocuk Parkı,28.225992639963,41.0788789489707,MİMAR SİNAN,SİLİVRİ
Park,29.0507133047615,41.1152106209844,İSTİNYE,SARIYER
Park,29.1380257582875,40.9085699442553,YALI,MALTEPE
Camii Yanı Parkı,29.1152557763375,40.9431757933802,ÇINAR,MALTEPE
Park,29.1123905080857,40.9451239777499,ÇINAR,MALTEPE
Atatürk Parkı,29.1119586359385,40.9462696879323,ÇINAR,MALTEPE
Aslıhan Kahveci Park,29.1149650857241,40.9469763877758,ÇINAR,MALTEPE
Salih Kavraz Parkı,28.9957331070095,41.1766962675192,BAHÇEKÖY YENİMAHALLE,SARIYER
Çocuk Parkı,28.7034575409206,41.2204413460933,FATİH,ARNAVUTKÖY
Çocuk Parkı,28.3290850453819,41.1953790011988,AKÖREN,SİLİVRİ
Sultan Sok. Parkı,29.2159045153326,40.9164371640862,YAKACIK ÇARŞI,KARTAL
Turgut(Alp) Kaptan Parkı,29.1825796486854,40.9102972027703,CEVİZLİ,KARTAL
Fazlı Ört Çocuk Parkı,28.5388402411306,40.9979495014265,SİNANOBA,BÜYÜKÇEKMECE
Green Park,29.8232190284651,41.140891948426,KURFALLI,ŞİLE
İnönü Parkı,29.0867126434287,41.0061264188334,ESATPAŞA,ATAŞEHİR
Park,28.9145162549786,41.0545137812537,MERKEZ,GAZİOSMANPAŞA
Belgrad Köyü Parkı,28.3864955731016,41.382235424238,BELGRAT,ÇATALCA
Başakköy Parkı,28.4490810263042,41.3335790702291,BAŞAK,ÇATALCA
Park,28.4528467396084,41.3926466745753,ORMANLI,ÇATALCA
Akalan Köyü Park,28.4151964572366,41.2566425736309,AKALAN,ÇATALCA
Kültür Parkı,29.6133868978724,41.1798763503943,BALİBEY,ŞİLE
75. Yıl Parkı,29.6152373867056,41.1752030318719,BALİBEY,ŞİLE
Çocuk Parkı,28.9587874831146,41.0592893468259,TALATPAŞA,KAĞITHANE
Kağıthane Belediyesi Pazar Yeri Parkı,28.9699899460507,41.0945324950314,HAMİDİYE,KAĞITHANE
Çocuk Parkı,28.4956706650015,41.2435557719135,ÇANAKÇA,ÇATALCA
Çocuk Parkı,28.8837810759349,41.0678474528136,CEVATPAŞA,BAYRAMPAŞA
Çocuk Parkı,29.1626701741001,41.0205097289665,AŞAĞI DUDULLU,ÜMRANİYE
Barbaros Parkı,29.0318650754936,41.014476659014,BARBAROS,ÜSKÜDAR
Park,29.0344884315424,41.013090226478,BARBAROS,ÜSKÜDAR
Süleyman Kule Parkı,29.0877319642626,41.0127391562617,CUMHURİYET,ÜSKÜDAR
Atatürk Parkı,28.4945085957212,41.2345721168663,KESTANELİK,ÇATALCA
Aslanbey Parkı,29.1243320444058,40.9506753417845,AYDINEVLER,MALTEPE
Mecidiyeköy Parkı,28.9945644695316,41.0661676147041,MERKEZ,ŞİŞLİ
Çocuk Parkı,28.5174304079696,41.0171186909704,GÜZELCE,BÜYÜKÇEKMECE
Atatürk Parkı,29.1629044248087,40.9235027417781,ESENKENT,MALTEPE
Park,28.7663211683092,41.0305070617558,İSTASYON,KÜÇÜKÇEKMECE
Çocuk Parkı,28.9094459983711,40.9916372825523,GÖKALP,ZEYTİNBURNU
Çınaraltı Parkı,29.035079794149,41.0280602669191,İCADİYE,ÜSKÜDAR
Yarımburgaz Parkı,28.7534554626817,41.0483156611884,YARIMBURGAZ,KÜÇÜKÇEKMECE
Aytaç Parkı,28.8046455682864,41.0352855012003,HALKALI MERKEZ,KÜÇÜKÇEKMECE
12 Şehitler Parkı,28.7961374084055,41.0298777789523,HALKALI MERKEZ,KÜÇÜKÇEKMECE
Süleyman Sayın Parkı,28.9827363020874,41.0716253721679,HÜRRİYET,KAĞITHANE
Nergiz Park,28.9767505413179,41.0724704080722,GÜRSEL,KAĞITHANE
Çocuk Parkı,28.4923966518789,41.0114374511781,BAHÇELİEVLER,BÜYÜKÇEKMECE
Çamlıktepe Parkı,29.0680664527506,41.0489015466774,GÜZELTEPE,ÜSKÜDAR
Yamanevler Parkı,29.1034929199044,41.0304630830123,İNKILAP,ÜMRANİYE
Çocuk Parkı,28.5559403643928,41.0137501954266,MİMAR SİNAN,BÜYÜKÇEKMECE
Çocuk Parkı,28.2699718628796,41.0689115748186,CUMHURİYET,SİLİVRİ
Çocuk Parkı,28.1467658697682,41.0753271802138,SEMİZKUMLAR,SİLİVRİ
Gümüşyaka Mahalle Evi Parkı,28.0481538639992,41.0489436714775,GÜMÜŞYAKA,SİLİVRİ
Çocuk Parkı,28.5350393052781,41.0089985736074,MİMAROBA,BÜYÜKÇEKMECE
Park,29.1376181927393,40.9284875769319,BAĞLARBAŞI,MALTEPE
Sarp Parkı,28.9739649349341,41.0754977173522,GÜRSEL,KAĞITHANE
Çocuk Parkı,28.97429448962,41.0789669714585,ÇAĞLAYAN,KAĞITHANE
Kayadibi Parkı,28.9797748642479,41.0807825005409,ÇAĞLAYAN,KAĞITHANE
Park,29.3650199650073,40.8283464242517,MİMAR SİNAN,TUZLA
Çocuk Parkı,29.0932952394087,40.9880104056782,YENİSAHRA,ATAŞEHİR
Çocuk Parkı,29.2471483326527,40.9125851455177,VELİBABA,PENDİK
Çocuk Parkı,28.791406196159,41.0992652346063,BAŞAKŞEHİR,BAŞAKŞEHİR
Çocuk Parkı,29.0408351578169,41.1105659246366,REŞİTPAŞA,SARIYER
Ihlamur Sok. Parkı,29.1735965282366,40.9045393230446,ATALAR,KARTAL
Köşe Parkı,29.1055766534989,41.0065537388365,YENİŞEHİR,ÜMRANİYE
Küçük Parkı,29.1032415298139,41.0068608479973,YENİŞEHİR,ÜMRANİYE
Başer Akşam Lisesi Parkı,28.82939938567,41.0086803035112,YENİBOSNA MERKEZ,BAHÇELİEVLER
30 Ağustos Parkı,29.1000544109407,41.0099944275866,YENİŞEHİR,ÜMRANİYE
Çocuk Parkı,29.0911871119559,41.0040280483124,AŞIKVEYSEL,ATAŞEHİR
Haydar Aliyev Parkı,28.9982358891104,41.056327684527,FULYA,ŞİŞLİ
Çocuk Parkı,28.2954854789399,41.0657616806347,CUMHURİYET,SİLİVRİ
Çocuk Parkı,28.0770684420545,41.0602398681739,BALABAN,SİLİVRİ
Çocuk Parkı,28.8113571932044,41.1147122244927,BAŞAK,BAŞAKŞEHİR
Muhtar Ahmet Ensar Parkı,28.6444242828161,41.1114765934739,ÖMERLİ,ARNAVUTKÖY
Cumhuriyet Parkı,28.6086578852635,40.9886643830313,GÜRPINAR,BEYLİKDÜZÜ
N. Fazıl Kısakürek Parkı,29.0387646433071,41.1308034074378,FERAHEVLER,SARIYER
Şehit Murat Çelik Parkı,29.257880616103,40.8949153346411,VELİBABA,PENDİK
Mopaş Parkı,29.1352632759519,40.9335141901941,ALTAYÇEŞME,MALTEPE
Abdullah Kaya Çocuk Parkı,29.0373643912157,41.245107534962,KUMKÖY (KİLYOS),SARIYER
Selahattin Konan Çocuk Parkı,29.1100637921893,40.9526323662279,ALTINTEPE,MALTEPE
Adnan Kahveci Parkı,29.2178105847557,40.9383961903962,UĞUR MUMCU,KARTAL
Karanfil Sok. Parkı,29.2122950543514,40.9188079318381,GÜMÜŞPINAR,KARTAL
Çocuk Parkı,28.2822287487969,41.0693023240717,CUMHURİYET,SİLİVRİ
Dilek Parkı,29.089277541275,41.0187958446683,NAMIK KEMAL,ÜMRANİYE
İmam Galip Parkı,29.0361905667592,41.0284639007588,İCADİYE,ÜSKÜDAR
Park,29.020154623171,41.1175467809138,MASLAK,SARIYER
Park,29.1536353505739,40.9920688520537,MEVLANA,ATAŞEHİR
Fetih Parkı,29.0728308536256,41.0037904733834,FETİH,ATAŞEHİR
Turgut Reis Parkı,28.8643764663749,41.0590350336877,TURGUT REİS,ESENLER
Cevher Parkı,28.9947103244124,41.096619837375,SEYRANTEPE,KAĞITHANE
Park,28.9132948917158,41.071315361208,FEVZİ ÇAKMAK,GAZİOSMANPAŞA
Park,28.9102170585296,41.0821883086731,KAZIM KARABEKİR,GAZİOSMANPAŞA
Fatih Cad. Parkı,28.8947212157714,41.0869674560863,KARAYOLLARI,GAZİOSMANPAŞA
Park,28.8974332400203,41.0774987672493,BARBAROS HAYRETTİN PAŞA,GAZİOSMANPAŞA
Şehit Öğretmen Mustafa Karakaş Parkı,28.9016317656686,41.0736346419676,YENİ MAHALLE,GAZİOSMANPAŞA
Hüseyin Yaşar Parkı,28.9479518212286,41.0783654383226,ALİBEYKÖY,EYÜPSULTAN
Çocuk Parkı,28.9214445827745,41.0065052376911,MERKEZEFENDİ,ZEYTİNBURNU
Çocuk Parkı,29.1285086175995,40.9529333072063,AYDINEVLER,MALTEPE
Nene Hatun Parkı,28.7290749616511,41.2032415282439,NENEHATUN,ARNAVUTKÖY
Derviş Sok. Parkı,29.1687460009856,40.9211825198038,ESENKENT,MALTEPE
Çocuk Parkı,28.7950599088948,41.0280812862586,HALKALI MERKEZ,KÜÇÜKÇEKMECE
Şair Nedim Parkı,28.7823782944968,40.9974101327125,CENNET,KÜÇÜKÇEKMECE
Behice Yazgan Parkı,29.0428664694928,40.9751146226717,FENERBAHÇE,KADIKÖY
Çocuk Parkı,29.1366819546262,40.9384996748306,GİRNE,MALTEPE
19 Mayıs Parkı,28.5844891646196,41.0270191486249,19 MAYIS,BÜYÜKÇEKMECE
Seçkinler Parkı,28.9780921095636,41.0789774406856,ÇAĞLAYAN,KAĞITHANE
Dr. Yavuzlar Çetinkaya Parkı,28.9951500523717,41.0642999810647,FULYA,ŞİŞLİ
Park,29.0821801861347,40.9549551028512,SUADİYE,KADIKÖY
Çağlar Mengü Parkı,29.061512933468,40.9945436098981,DUMLUPINAR,KADIKÖY
Araphan Park,28.9500510135671,41.0726340988149,EMNİYETTEPE,EYÜPSULTAN
Uğur Sok. Parkı,28.9471206030926,41.0695848897277,EMNİYETTEPE,EYÜPSULTAN
Hacı Bostan Parkı,28.8187204357388,41.0610167282719,MAHMUTBEY,BAĞCILAR
Göztepe Mah. Liman Sok. Parkı,28.8446884673143,41.0568582126382,GÖZTEPE,BAĞCILAR
Çiftlik Meydan,28.8483573873421,41.0430515180101,YAVUZ SELİM,BAĞCILAR
Adnan Menderes Parkı,28.9267571502591,41.0757417840936,KARADOLAP,EYÜPSULTAN
Küheylan Parkı,28.93122647483,41.0754615006568,KARADOLAP,EYÜPSULTAN
Aylin Sok. Parkı,28.9404647057434,41.0825046382888,ÇIRÇIR,EYÜPSULTAN
Çocuk Parkı,28.9333364113223,41.0858671531401,ÇIRÇIR,EYÜPSULTAN
Çim Sokağı Parkı,28.8364736442685,41.1293357450613,ESKİ HABİPLER,SULTANGAZİ
Aliya İzzet Begoviç Parkı,28.9033721724488,41.0947382266062,75. YIL,SULTANGAZİ
Seval Sok. Parkı,28.5429585606577,40.9988814007617,MİMAROBA,BÜYÜKÇEKMECE
Latif Parkı,28.9789802436807,41.0803726376095,ÇAĞLAYAN,KAĞITHANE
Tunahan Sok. Parkı,29.1736784835253,40.8984602169246,PETROL İŞ,KARTAL
Spor Parkı,29.0671634929918,41.1286279686033,YENİKÖY,SARIYER
Çocuk Parkı,29.0437690115085,41.0095858053206,ACIBADEM,KADIKÖY
Hacivat Parkı,29.0908277980006,41.0189480140614,NAMIK KEMAL,ÜMRANİYE
Zafer Parkı,28.9796244830577,41.0821649665994,MERKEZ,KAĞITHANE
Şehit Güven Kösen Parkı,28.8274927154166,41.0065623963225,ÇOBANÇEŞME,BAHÇELİEVLER
Çocuk Parkı,28.9586537798145,41.0751641472687,NURTEPE,KAĞITHANE
Nene Hatun Parkı,28.7309534095608,41.1987300318668,NENEHATUN,ARNAVUTKÖY
Çimentepe Sok. Parkı,28.9200344855184,41.0575728252592,SARIGÖL,GAZİOSMANPAŞA
Açelya Parkı,28.9904578313158,41.0960529314412,SEYRANTEPE,KAĞITHANE
Sedef Çiçeği Parkı,29.0857396425596,41.0098356189958,CUMHURİYET,ÜSKÜDAR
Çocuk Parkı,28.0821437329086,41.077981327535,BALABAN,SİLİVRİ
Sahil Park,29.1275638623584,40.9216641181268,YALI,MALTEPE
Yürek Kayalar Parkı,29.2246253611714,40.9241783159774,YAKACIK YENİ,KARTAL
Beşir Göğüş Parkı,28.8702551782158,40.9935109864864,KARTALTEPE,BAKIRKÖY
Akın Yolu Parkı,28.8804607850268,40.9889630826409,KARTALTEPE,BAKIRKÖY
Filizlenen Parkı,28.9985225191819,41.0973522360777,YEŞİLCE,KAĞITHANE
Hanımeli Parkı,28.9962641722038,41.0782898978228,TELSİZLER,KAĞITHANE
Park,28.9098744170787,41.0790331429324,KAZIM KARABEKİR,GAZİOSMANPAŞA
Çocuk Parkı,28.8997828451329,41.0730220019473,YENİ MAHALLE,GAZİOSMANPAŞA
Ayşecik Sok. Parkı,28.994858017519,41.0604622789366,FULYA,ŞİŞLİ
Fevzi Çakmak Mahallesi Muhtarlık Parkı,28.8581332159587,41.0451790445528,FEVZİ ÇAKMAK,BAĞCILAR
Mimaroba Atatürk Parkı,28.5415318873082,41.0066368343895,EKİNOBA,BÜYÜKÇEKMECE
Albatros Büyük Park,28.5987386794475,41.011183562817,ATATÜRK,BÜYÜKÇEKMECE
İBB Çobançeşme Parkı,28.9507113466802,41.0812201839924,GÜZELTEPE,EYÜPSULTAN
Şehit Piyade Er Zafer Oktay Parkı,28.8939806635242,41.1050025556893,GAZİ,SULTANGAZİ
Park,28.8891216242187,41.0841367796836,KARADENİZ,GAZİOSMANPAŞA
Piri Reis Cad. Parkı,28.5473094094907,41.0100859536188,EKİNOBA,BÜYÜKÇEKMECE
Dostluk Parkı,29.0855913263562,40.9806637938998,SAHRAYICEDİT,KADIKÖY
Şehit P. Er Hasan Sorma Parkı,28.8653467503097,41.0224518148448,GÜNEŞTEPE,GÜNGÖREN
Şehit Özcan Canik Parkı,28.860488613166,41.0291325830429,GÜNEŞTEPE,GÜNGÖREN
Yusuf Köksal Parkı,28.7961166868328,41.0325910116801,HALKALI MERKEZ,KÜÇÜKÇEKMECE
Genç Osman Parkı,28.8737442029239,41.0261006902081,MERKEZ,GÜNGÖREN
Hoca Ahmet Yesevi Parkı,28.8757766537558,41.0973557730118,50. YIL,SULTANGAZİ
Şehit Piyade Er Bekir Cömert Parkı,28.8747961127227,41.0987070548879,UĞUR MUMCU,SULTANGAZİ
Prof. Dr. Sabahattin Zaim Parkı,28.8723943354592,41.1022781935602,UĞUR MUMCU,SULTANGAZİ
Mostar Parkı,28.9480192141919,41.0808979351754,ALİBEYKÖY,EYÜPSULTAN
Münir Özkul Parkı,28.645370233811,40.9665482358947,SAHİL,BEYLİKDÜZÜ
Kuruçay Parkı,28.9690560131418,41.0693612000221,GÜRSEL,KAĞITHANE
Hacı Bektaş-i Veli Parkı,28.8513835402158,41.0458095488904,FEVZİ ÇAKMAK,BAĞCILAR
Semerkant Parkı,28.9218718384513,41.0786555436026,YEŞİLPINAR,EYÜPSULTAN
30 Ağustos Parkı,29.1533316391962,40.9874300144395,MEVLANA,ATAŞEHİR
Barış Parkı,28.5509272840883,41.033239711987,ULUS,BÜYÜKÇEKMECE
Değirmen Parkı,28.5950374440796,41.0176727251,FATİH,BÜYÜKÇEKMECE
Gülfer Sok. Parkı,28.541182551719,40.9935835525243,SİNANOBA,BÜYÜKÇEKMECE
Filli Parkı,28.8879261132064,41.178400720444,GÖKTÜRK MERKEZ,EYÜPSULTAN
Sedef Sok. Parkı,28.8936311847688,41.1806715160176,GÖKTÜRK MERKEZ,EYÜPSULTAN
Meşe Parkı,28.9101083244151,41.0984771088472,ZÜBEYDE HANIM,SULTANGAZİ
Şehit Necati Özgel Parkı,28.8570038773597,41.0990541135821,SULTANÇİFTLİĞİ,SULTANGAZİ
Mühacirler Parkı,28.8636236740772,41.1089337464529,CEBECİ,SULTANGAZİ
Kanuni Sultan Süleyman Parkı,28.8431723949274,41.1276118969704,HABİBLER,SULTANGAZİ
75. Yıl Parkı,28.6044127316215,40.9880233191128,GÜRPINAR,BEYLİKDÜZÜ
Akça Parkı,28.986343970795,41.0788249887756,ÇAĞLAYAN,KAĞITHANE
Gülsu Park,29.0030546396152,41.0766830962944,ORTABAYIR,KAĞITHANE
Özgürlük Parkı,29.0557857295952,40.9791055953979,GÖZTEPE,KADIKÖY
Park,29.0258332663396,40.9822406909191,CAFERAĞA,KADIKÖY
Sarmaşık Parkı,29.0948907916069,40.9943575148474,BARBAROS,ATAŞEHİR
100. Yıl Parkı,29.2238184253957,40.8766399820874,BATI,PENDİK
700. Yıl Parkı,29.2430472670526,40.8941347445994,ÇINARDERE,PENDİK
Aşık Şenlik Parkı,28.836661817067,41.0611015518643,GÖZTEPE,BAĞCILAR
Deli Orman Parkı,28.7049603604334,41.0113572775668,FİRUZKÖY,AVCILAR
Şehit Öğretmenler Nesrin - Cuma İbiş Parkı,28.7081066174102,41.0090852059758,FİRUZKÖY,AVCILAR
